400001;3;1;2;0;0;3;
400011;15;1;1;2;1;3;
400021;1;2;2;1;0;2;
400031;18;3;1;0;0;15;
400041;12;2;2;1;0;2;
400051;8;1;1;2;0;1;
400061;4;2;2;1;0;2;
400071;5;1;1;2;0;1;
400081;1;1;2;1;0;2;
400091;2;1;1;2;0;1;
400101;3;3;2;0;0;11;
400111;1;1;1;1;0;2;
400121;4;1;2;1;0;2;
400131;1;1;1;2;0;1;
400141;5;1;2;2;0;1;
400151;6;1;1;2;0;1;
400161;1;1;2;2;0;1;
400171;7;6;2;3;0;21;
400001;3;1;1;0;0;3;
400011;15;1;2;2;1;3;
400021;2;2;1;1;0;2;
400031;18;3;2;0;0;15;
400041;12;2;1;1;0;2;
400051;8;1;2;2;0;1;
400061;4;2;1;1;0;2;
400071;5;1;2;2;0;1;
400081;12;1;1;1;0;2;
400091;1;1;2;2;0;1;
400101;11;3;1;0;0;11;
400111;2;1;2;1;0;2;
400121;15;1;1;1;0;2;
400131;1;1;2;2;0;1;
400141;9;1;1;2;0;1;
400151;3;1;2;2;0;1;
400161;10;1;1;2;0;1;
400171;1;6;1;3;1;21;
400181;5;1;2;2;1;3;
400191;2;2;1;1;0;2;
400201;16;3;2;0;0;15;
400211;17;2;1;1;0;2;
400221;2;1;2;2;0;1;
400231;1;2;1;1;0;2;
400241;4;1;2;2;0;1;
400251;6;1;1;1;0;2;
400261;2;1;2;2;0;1;
400271;18;3;1;0;0;11;
400281;7;1;2;1;0;2;
400291;1;1;1;1;0;2;
400301;12;1;2;2;0;1;
400311;23;1;1;2;0;1;
400321;24;1;2;2;0;1;
400331;2;1;1;2;0;1;
400341;25;6;1;3;1;21;
400351;26;1;2;2;1;3;
400361;27;2;1;1;0;2;
400371;1;3;2;0;0;15;
400381;28;3;1;1;0;2;
400391;29;1;2;2;0;1;
400401;22;3;1;1;0;2;
400411;21;1;2;2;0;1;
400421;1;1;1;1;0;2;
400431;20;1;2;2;0;1;
400441;2;3;1;0;0;11;
400451;19;1;2;1;0;2;
400461;5;1;1;1;0;2;
400471;4;1;2;2;0;1;
400481;3;1;1;2;0;1;
400491;11;1;2;2;0;1;
400501;2;1;1;2;0;1;
400511;1;6;1;3;1;21;
400521;15;1;2;2;1;3;
400531;2;3;1;1;0;2;
400541;18;3;2;0;0;15;
400551;12;3;1;1;0;2;
400561;8;1;2;2;0;1;
400571;4;4;1;1;0;2;
400581;5;1;2;2;0;1;
400591;12;1;1;1;0;2;
400601;1;1;2;2;0;1;
400611;11;3;1;0;0;11;
400621;2;1;2;1;0;2;
400631;15;1;1;1;0;2;
400641;1;1;2;2;0;1;
400651;9;1;1;2;0;1;
400661;3;1;2;2;0;1;
400671;10;1;1;2;0;1;
400681;1;6;1;3;1;21;
400691;5;1;2;2;1;3;
400701;2;4;1;1;0;2;
400711;16;3;2;0;0;15;
400721;17;4;1;1;0;2;
400731;2;1;2;2;0;1;
400741;1;4;1;1;0;2;
400751;4;1;2;2;0;1;
400761;6;1;1;1;0;2;
400771;2;1;2;2;0;1;
400781;18;3;1;0;0;11;
400791;7;1;2;1;0;2;
400801;1;1;1;1;0;2;
400811;12;1;2;2;0;1;
400821;23;1;1;2;0;1;
400831;24;1;2;2;0;1;
400841;2;1;1;2;0;1;
400851;25;6;1;3;1;21;
400861;26;1;2;2;1;3;
400871;27;5;1;1;0;2;
400881;1;3;2;0;0;15;
400891;28;5;1;1;0;2;
400901;29;1;2;2;0;1;
400911;22;5;1;1;0;2;
400921;21;1;2;2;0;1;
400931;1;1;1;1;0;2;
400941;20;1;2;2;0;1;
400951;2;3;1;0;0;11;
400961;19;1;2;1;0;2;
400971;5;1;1;1;0;2;
400981;4;1;2;2;0;1;
400991;3;1;1;2;0;1;
401001;11;1;2;2;0;1;
401011;2;1;1;2;0;1;
401021;1;6;1;3;1;21;
401031;15;1;2;2;1;3;
401041;2;5;1;1;0;2;
401051;18;3;2;0;0;15;
401061;12;5;1;1;0;2;
401071;8;1;2;2;0;1;
401081;4;5;1;1;0;2;
401091;5;1;2;2;0;1;
401101;12;1;1;1;0;2;
401111;1;1;2;2;0;1;
401121;11;3;1;0;0;11;
401131;2;1;2;1;0;2;
401141;15;1;1;1;0;2;
401151;1;1;2;2;0;1;
401161;9;1;1;2;0;1;
401171;3;1;2;2;0;1;
401181;10;1;1;2;0;1;
401191;1;6;1;3;1;21;
401201;5;1;2;2;1;3;
401211;2;6;1;1;0;2;
401221;16;3;2;0;0;15;
401231;17;6;1;1;0;2;
401241;2;1;2;2;0;1;
401251;1;6;1;1;0;2;
401261;4;1;2;2;0;1;
401271;6;1;1;1;0;2;
401281;2;1;2;2;0;1;
401291;18;3;1;0;0;11;
401301;7;1;2;1;0;2;
401311;1;1;1;1;0;2;
401321;12;1;2;2;0;1;
401331;23;1;1;2;0;1;
401341;24;1;2;2;0;1;
401351;2;1;1;2;0;1;
401361;25;6;1;3;1;21;
401371;26;1;2;2;1;3;
401381;27;6;1;1;0;2;
401391;1;3;2;0;0;15;
401401;28;6;1;1;0;2;
401411;29;1;2;2;0;1;
401421;22;6;1;1;0;2;
401431;21;1;2;2;0;1;
401441;1;1;1;1;0;2;
401451;20;1;2;2;0;1;
401461;2;3;1;0;0;11;
401471;19;1;2;1;0;2;
401481;5;1;1;1;0;2;
401491;4;1;2;2;0;1;
401501;3;1;1;2;0;1;
401511;11;1;2;2;0;1;
401521;2;1;1;2;0;1;
401531;1;6;1;3;1;21;
401541;15;1;2;2;1;3;
401551;2;7;1;1;0;2;
401561;18;3;2;0;0;15;
401571;12;8;1;1;0;2;
401581;8;1;2;2;0;1;
401591;4;8;1;1;0;2;
401601;5;1;2;2;0;1;
401611;12;1;1;1;0;2;
401621;1;1;2;2;0;1;
401631;11;3;1;0;0;11;
401641;2;1;2;1;0;2;
401651;15;1;1;1;0;2;
401661;1;1;2;2;0;1;
401671;9;1;1;2;0;1;
401681;3;1;2;2;0;1;
401691;10;1;1;2;0;1;
401701;1;6;1;3;1;21;
401711;5;1;2;2;1;3;
401721;2;8;1;1;0;2;
401731;16;3;2;0;0;15;
401741;17;8;1;1;0;2;
401751;2;1;2;2;0;1;
401761;1;8;1;1;0;2;
401771;4;1;2;2;0;1;
401781;6;1;1;1;0;2;
401791;2;1;2;2;0;1;
401801;18;3;1;0;0;11;
401811;7;1;2;1;0;2;
401821;1;1;1;1;0;2;
401831;12;1;2;2;0;1;
401841;23;1;1;2;0;1;
401851;24;1;2;2;0;1;
401861;2;1;1;2;0;1;
401871;25;6;1;3;1;21;
401881;26;1;2;2;1;3;
401891;27;9;1;1;0;2;
401901;1;3;2;0;0;15;
401911;28;9;1;1;0;2;
401921;29;1;2;2;0;1;
401931;22;9;1;1;0;2;
401941;21;1;2;2;0;1;
401951;1;1;1;1;0;2;
401961;20;1;2;2;0;1;
401971;2;3;1;0;0;11;
401981;19;1;2;1;0;2;
401991;5;1;1;1;0;2;
402001;4;1;2;2;0;1;
402011;3;1;1;2;0;1;
402021;11;1;2;2;0;1;
402031;2;1;1;2;0;1;
402041;1;6;1;3;1;21;
402051;15;1;2;2;1;3;
402061;2;9;1;1;0;2;
402071;18;3;2;0;0;15;
402081;12;9;1;1;0;2;
402091;8;1;2;2;0;1;
402101;4;7;1;1;0;2;
402111;5;1;2;2;0;1;
402121;12;1;1;1;0;2;
402131;1;1;2;2;0;1;
402141;11;3;1;0;0;11;
402151;2;1;2;1;0;2;
402161;15;1;1;1;0;2;
402171;1;1;2;2;0;1;
402181;9;1;1;2;0;1;
402191;3;1;2;2;0;1;
402201;10;1;1;2;0;1;
402211;1;6;1;3;1;21;
402221;5;1;2;2;1;3;
402231;2;7;1;1;0;2;
402241;16;3;2;0;0;15;
402251;17;7;1;1;0;2;
402261;2;1;2;2;0;1;
402271;1;7;1;1;0;2;
402281;4;1;2;2;0;1;
402291;6;1;1;1;0;2;
402301;2;1;2;2;0;1;
402311;18;3;1;0;0;11;
402321;7;1;2;1;0;2;
402331;1;1;1;1;0;2;
402341;12;1;2;2;0;1;
402351;23;1;1;2;0;1;
402361;24;1;2;2;0;1;
402371;2;1;1;2;0;1;
402381;25;6;1;3;1;21;
402391;26;1;2;2;1;3;
402401;27;7;1;1;0;2;
402411;1;3;2;0;0;15;
402421;28;8;1;1;0;2;
402431;29;1;2;2;0;1;
402441;22;8;1;1;0;2;
402451;21;1;2;2;0;1;
402461;1;1;1;1;0;2;
402471;20;1;2;2;0;1;
402481;2;3;1;0;0;11;
402491;19;1;2;1;0;2;
402501;5;1;1;1;0;2;
402511;4;1;2;2;0;1;
402521;3;1;1;2;0;1;
402531;11;1;2;2;0;1;
402541;2;1;1;2;0;1;
402551;1;6;1;3;1;21;
402561;15;1;2;2;1;3;
402571;2;8;1;1;0;2;
402581;18;3;2;0;0;15;
402591;12;8;1;1;0;2;
402601;8;1;2;2;0;1;
402611;4;8;1;1;0;2;
402621;5;1;2;2;0;1;
402631;12;1;1;1;0;2;
402641;1;1;2;2;0;1;
402651;11;3;1;0;0;11;
402661;2;1;2;1;0;2;
402671;15;1;1;1;0;2;
402681;1;1;2;2;0;1;
402691;9;1;1;2;0;1;
402701;3;1;2;2;0;1;
402711;10;1;1;2;0;1;
402721;1;6;1;3;1;21;
402731;5;1;2;2;1;3;
402741;2;9;1;1;0;2;
402751;16;3;2;0;0;15;
402761;17;9;1;1;0;2;
402771;2;1;2;2;0;1;
402781;1;9;1;1;0;2;
402791;4;1;2;2;0;1;
402801;6;1;1;1;0;2;
402811;2;1;2;2;0;1;
402821;18;3;1;0;0;11;
402831;7;1;2;1;0;2;
402841;1;1;1;1;0;2;
402851;12;1;2;2;0;1;
402861;23;1;1;2;0;1;
402871;24;1;2;2;0;1;
402881;2;1;1;2;0;1;
402891;25;6;1;3;1;21;
402901;26;1;2;2;1;3;
402911;27;9;1;1;0;2;
402921;1;3;2;0;0;15;
402931;28;9;1;1;0;2;
402941;29;1;2;2;0;1;
402951;22;9;1;1;0;2;
402961;21;1;2;2;0;1;
402971;1;1;1;1;0;2;
402981;20;1;2;2;0;1;
402991;2;3;1;0;0;11;
403001;19;1;2;1;0;2;
403011;5;1;1;1;0;2;
403021;4;1;2;2;0;1;
403031;3;1;1;2;0;1;
403041;11;1;2;2;0;1;
403051;2;1;1;2;0;1;
403061;1;6;1;3;1;21;
403071;15;1;2;2;1;3;
403081;2;10;1;1;0;2;
403091;18;3;2;0;0;15;
403101;12;10;1;1;0;2;
403111;8;1;2;2;0;1;
403121;4;10;1;1;0;2;
403131;5;1;2;2;0;1;
403141;12;1;1;1;0;2;
403151;1;1;2;2;0;1;
403161;11;3;1;0;0;11;
403171;2;1;2;1;0;2;
403181;15;1;1;1;0;2;
403191;1;1;2;2;0;1;
403201;9;1;1;2;0;1;
403211;3;1;2;2;0;1;
403221;10;1;1;2;0;1;
403231;1;6;1;3;1;21;
403241;5;1;2;2;1;3;
403251;2;10;1;1;0;2;
403261;16;3;2;0;0;15;
403271;17;10;1;1;0;2;
403281;2;1;2;2;0;1;
403291;1;10;1;1;0;2;
403301;4;1;2;2;0;1;
403311;6;1;1;1;0;2;
403321;2;1;2;2;0;1;
403331;18;3;1;0;0;11;
403341;7;1;2;1;0;2;
403351;1;1;1;1;0;2;
403361;12;1;2;2;0;1;
403371;23;1;1;2;0;1;
403381;24;1;2;2;0;1;
403391;2;1;1;2;0;1;
403401;25;6;1;3;1;21;
403411;26;1;2;2;1;3;
403421;27;10;1;1;0;2;
403431;1;3;2;0;0;15;
403441;28;10;1;1;0;2;
403451;29;1;2;2;0;1;
403461;22;10;1;1;0;2;
403471;21;1;2;2;0;1;
403481;1;1;1;1;0;2;
403491;20;1;2;2;0;1;
403501;2;3;1;0;0;11;
403511;19;1;2;1;0;2;
403521;5;1;1;1;0;2;
403531;4;1;2;2;0;1;
403541;3;1;1;2;0;1;
403551;11;1;2;2;0;1;
403561;2;1;1;2;0;1;
403571;1;6;1;3;1;21;
403581;15;1;2;2;1;3;
403591;2;10;1;1;0;2;
403601;18;3;2;0;0;15;
403611;12;10;1;1;0;2;
403621;8;1;2;2;0;1;
403631;4;10;1;1;0;2;
403641;5;1;2;2;0;1;
403651;12;1;1;1;0;2;
403661;1;1;2;2;0;1;
403671;11;3;1;0;0;11;
403681;2;1;2;1;0;2;
403691;15;1;1;1;0;2;
403701;1;1;2;2;0;1;
403711;9;1;1;2;0;1;
403721;3;1;2;2;0;1;
403731;10;1;1;2;0;1;
403741;1;6;1;3;1;21;
403751;5;1;2;2;1;3;
403761;2;10;1;1;0;2;
403771;16;3;2;0;0;15;
403781;17;10;1;1;0;2;
403791;2;1;2;2;0;1;
403801;1;10;1;1;0;2;
403811;4;1;2;2;0;1;
403821;6;1;1;1;0;2;
403831;2;1;2;2;0;1;
403841;18;3;1;0;0;11;
403851;7;1;2;1;0;2;
403861;1;1;1;1;0;2;
403871;12;1;2;2;0;1;
403881;23;1;1;2;0;1;
403891;24;1;2;2;0;1;
403901;2;1;1;2;0;1;
403911;25;6;1;3;1;21;
403921;26;1;2;2;1;3;
403931;27;10;1;1;0;2;
403941;1;3;2;0;0;15;
403951;28;10;1;1;0;2;
403961;29;1;2;2;0;1;
403971;22;10;1;1;0;2;
403981;21;1;2;2;0;1;
403991;1;1;1;1;0;2;
404001;20;1;2;2;0;1;
404011;2;3;1;0;0;11;
404021;19;1;2;1;0;2;
404031;5;1;1;1;0;2;
404041;4;1;2;2;0;1;
404051;3;1;1;2;0;1;
404061;11;1;2;2;0;1;
404071;2;1;1;2;0;1;
404081;1;6;1;3;1;21;
404091;15;1;2;2;1;3;
404101;2;10;1;1;0;2;
404111;18;3;2;0;0;15;
404121;12;10;1;1;0;2;
404131;8;1;2;2;0;1;
404141;4;10;1;1;0;2;
404151;5;1;2;2;0;1;
404161;12;1;1;1;0;2;
404171;1;1;2;2;0;1;
404181;11;3;1;0;0;11;
404191;2;1;2;1;0;2;
404201;15;1;1;1;0;2;
404211;1;1;2;2;0;1;
404221;9;1;1;2;0;1;
404231;3;1;2;2;0;1;
404241;10;1;1;2;0;1;
404251;1;6;1;3;1;21;
404261;5;1;2;2;1;3;
404271;2;10;1;1;0;2;
404281;16;3;2;0;0;15;
404291;17;10;1;1;0;2;
404301;2;1;2;2;0;1;
404311;1;10;1;1;0;2;
404321;4;1;2;2;0;1;
404331;6;1;1;1;0;2;
404341;2;1;2;2;0;1;
404351;18;3;1;0;0;11;
404361;7;1;2;1;0;2;
404371;1;1;1;1;0;2;
404381;12;1;2;2;0;1;
404391;23;1;1;2;0;1;
404401;24;1;2;2;0;1;
404411;2;1;1;2;0;1;
404421;25;6;1;3;1;21;
404431;26;1;2;2;1;3;
404441;27;10;1;1;0;2;
404451;1;3;2;0;0;15;
404461;28;10;1;1;0;2;
404471;29;1;2;2;0;1;
404481;22;10;1;1;0;2;
404491;21;1;2;2;0;1;
404501;1;1;1;1;0;2;
404511;20;1;2;2;0;1;
404521;2;3;1;0;0;11;
404531;19;1;2;1;0;2;
404541;5;1;1;1;0;2;
404551;4;1;2;2;0;1;
404561;3;1;1;2;0;1;
404571;11;1;2;2;0;1;
404581;2;1;1;2;0;1;
404591;1;6;1;3;1;21;
404601;15;1;2;2;1;3;
404611;2;10;1;1;0;2;
404621;18;3;2;0;0;15;
404631;12;10;1;1;0;2;
404641;8;1;2;2;0;1;
404651;4;10;1;1;0;2;
404661;5;1;2;2;0;1;
404671;12;1;1;1;0;2;
404681;1;1;2;2;0;1;
404691;11;3;1;0;0;11;
404701;2;1;2;1;0;2;
404711;15;1;1;1;0;2;
404721;1;1;2;2;0;1;
404731;9;1;1;2;0;1;
404741;3;1;2;2;0;1;
404751;10;1;1;2;0;1;
404761;1;6;1;3;1;21;
404771;5;1;2;2;1;3;
404781;2;10;1;1;0;2;
404791;16;3;2;0;0;15;
